zip_name,internal_path,run_id,file_size_kb
Training Data 4.zip,Run_1064/Radars_Run_1064_traffic-triggers-output.json,1064,5425.2
Training Data 4.zip,Run_130/Radars_Run_130_traffic-triggers-output.json,0130,4193.2
Training Data 4.zip,Run_1056/Radars_Run_1056_traffic-triggers-output.json,1056,2471.0
Training Data 4.zip,Run_736/Radars_Run_736_traffic-triggers-output.json,0736,4553.8
Training Data 4.zip,Run_276/Radars_Run_276_traffic-triggers-output.json,0276,8142.9
Training Data 4.zip,Run_75/Radars_Run_75_traffic-triggers-output.json,0075,1820.1
Training Data 4.zip,Run_72/Radars_Run_72_traffic-triggers-output.json,0072,5582.6
Training Data 4.zip,Run_271/Radars_Run_271_traffic-triggers-output.json,0271,8184.8
Training Data 4.zip,Run_815/Radars_Run_815_traffic-triggers-output.json,0815,6217.9
Training Data 4.zip,Run_1121/Radars_Run_1121_traffic-triggers-output.json,1121,6874.6
Training Data 4.zip,Run_243/Radars_Run_243_traffic-triggers-output.json,0243,7709.8
Training Data 4.zip,Run_234/Radars_Run_234_traffic-triggers-output.json,0234,8217.9
Training Data 4.zip,Run_728/Radars_Run_728_traffic-triggers-output.json,0728,2987.7
Training Data 4.zip,Run_215/Radars_Run_215_traffic-triggers-output.json,0215,4125.3
Training Data 4.zip,Run_365/Radars_Run_365_traffic-triggers-output.json,0365,2543.1
Training Data 4.zip,Run_895/Radars_Run_895_traffic-triggers-output.json,0895,5911.7
Training Data 4.zip,Run_944/Radars_Run_944_traffic-triggers-output.json,0944,6139.5
Training Data 4.zip,Run_1177/Radars_Run_1177_traffic-triggers-output.json,1177,3336.2
Training Data 4.zip,Run_159/Radars_Run_159_traffic-triggers-output.json,0159,6571.8
Training Data 4.zip,Run_480/Radars_Run_480_traffic-triggers-output.json,0480,3846.2
Training Data 4.zip,Run_680/Radars_Run_680_traffic-triggers-output.json,0680,6229.3
Training Data 4.zip,Run_769/Radars_Run_769_traffic-triggers-output.json,0769,7100.9
Training Data 4.zip,Run_1141/Radars_Run_1141_traffic-triggers-output.json,1141,4316.7
Training Data 4.zip,Run_340/Radars_Run_340_traffic-triggers-output.json,0340,3123.6
Training Data 4.zip,Run_1083/Radars_Run_1083_traffic-triggers-output.json,1083,6826.0
Training Data 4.zip,Run_1089/Radars_Run_1089_traffic-triggers-output.json,1089,2539.3
Training Data 4.zip,Run_479/Radars_Run_479_traffic-triggers-output.json,0479,6962.3
Training Data 4.zip,Run_1158/Radars_Run_1158_traffic-triggers-output.json,1158,2189.5
Training Data 4.zip,Run_536/Radars_Run_536_traffic-triggers-output.json,0536,6570.8
Training Data 4.zip,Run_49/Radars_Run_49_traffic-triggers-output.json,0049,7918.7
Training Data 4.zip,Run_1041/Radars_Run_1041_traffic-triggers-output.json,1041,9662.3
Training Data 4.zip,Run_422/Radars_Run_422_traffic-triggers-output.json,0422,4572.7
Training Data 4.zip,Run_216/Radars_Run_216_traffic-triggers-output.json,0216,8854.2
Training Data 4.zip,Run_1103/Radars_Run_1103_traffic-triggers-output.json,1103,8785.5
Training Data 4.zip,Run_354/Radars_Run_354_traffic-triggers-output.json,0354,7292.1
Training Data 4.zip,Run_253/Radars_Run_253_traffic-triggers-output.json,0253,9599.4
Training Data 4.zip,Run_329/Radars_Run_329_traffic-triggers-output.json,0329,5590.1
Training Data 4.zip,Run_754/Radars_Run_754_traffic-triggers-output.json,0754,6380.6
Training Data 4.zip,Run_1208/Radars_Run_1208_traffic-triggers-output.json,1208,6675.6
Training Data 4.zip,Run_52/Radars_Run_52_traffic-triggers-output.json,0052,6832.1
Training Data 4.zip,Run_79/Radars_Run_79_traffic-triggers-output.json,0079,6721.0
Training Data 4.zip,Run_1223/Radars_Run_1223_traffic-triggers-output.json,1223,7214.3
Training Data 4.zip,Run_913/Radars_Run_913_traffic-triggers-output.json,0913,4317.6
Training Data 4.zip,Run_439/Radars_Run_439_traffic-triggers-output.json,0439,7295.9
Training Data 4.zip,Run_696/Radars_Run_696_traffic-triggers-output.json,0696,8763.4
Training Data 4.zip,Run_926/Radars_Run_926_traffic-triggers-output.json,0926,7742.2
Training Data 4.zip,Run_370/Radars_Run_370_traffic-triggers-output.json,0370,2570.5
Training Data 4.zip,Run_1076/Radars_Run_1076_traffic-triggers-output.json,1076,8351.2
Training Data 4.zip,Run_611/Radars_Run_611_traffic-triggers-output.json,0611,9330.8
Training Data 4.zip,Run_520/Radars_Run_520_traffic-triggers-output.json,0520,5124.9
Training Data 4.zip,Run_893/Radars_Run_893_traffic-triggers-output.json,0893,4087.4
Training Data 4.zip,Run_183/Radars_Run_183_traffic-triggers-output.json,0183,7920.0
Training Data 4.zip,Run_10/Radars_Run_10_traffic-triggers-output.json,0010,4793.9
Training Data 4.zip,Run_559/Radars_Run_559_traffic-triggers-output.json,0559,7466.2
Training Data 4.zip,Run_897/Radars_Run_897_traffic-triggers-output.json,0897,7178.7
Training Data 4.zip,Run_561/Radars_Run_561_traffic-triggers-output.json,0561,5303.4
Training Data 4.zip,Run_662/Radars_Run_662_traffic-triggers-output.json,0662,5699.8
Training Data 4.zip,Run_781/Radars_Run_781_traffic-triggers-output.json,0781,5643.0
Training Data 4.zip,Run_322/Radars_Run_322_traffic-triggers-output.json,0322,3524.6
Training Data 4.zip,Run_983/Radars_Run_983_traffic-triggers-output.json,0983,4206.5
Training Data 4.zip,Run_967/Radars_Run_967_traffic-triggers-output.json,0967,6267.2
Training Data 4.zip,Run_649/Radars_Run_649_traffic-triggers-output.json,0649,5183.8
Training Data 4.zip,Run_374/Radars_Run_374_traffic-triggers-output.json,0374,6467.6
Training Data 4.zip,Run_279/Radars_Run_279_traffic-triggers-output.json,0279,8320.9
Training Data 4.zip,Run_390/Radars_Run_390_traffic-triggers-output.json,0390,4119.2
Training Data 4.zip,Run_596/Radars_Run_596_traffic-triggers-output.json,0596,8044.8
Training Data 4.zip,Run_331/Radars_Run_331_traffic-triggers-output.json,0331,2969.1
Training Data 4.zip,Run_346/Radars_Run_346_traffic-triggers-output.json,0346,7742.2
Training Data 4.zip,Run_236/Radars_Run_236_traffic-triggers-output.json,0236,2421.5
Training Data 4.zip,Run_38/Radars_Run_38_traffic-triggers-output.json,0038,6036.4
Training Data 4.zip,Run_502/Radars_Run_502_traffic-triggers-output.json,0502,6842.0
Training Data 4.zip,Run_472/Radars_Run_472_traffic-triggers-output.json,0472,5310.2
Training Data 4.zip,Run_77/Radars_Run_77_traffic-triggers-output.json,0077,6916.6
Training Data 4.zip,Run_352/Radars_Run_352_traffic-triggers-output.json,0352,7470.4
Training Data 4.zip,Run_1091/Radars_Run_1091_traffic-triggers-output.json,1091,5593.9
Training Data 4.zip,Run_620/Radars_Run_620_traffic-triggers-output.json,0620,6830.7
Training Data 4.zip,Run_210/Radars_Run_210_traffic-triggers-output.json,0210,7067.3
Training Data 4.zip,Run_80/Radars_Run_80_traffic-triggers-output.json,0080,7092.5
